timestamp,silo_id,depth_m,temp_c,co_ppm,voc_index,label
2026-01-08 11:10:09.106283,SILO_001,0,17.54,2.47,10.06,Safe
2026-01-08 11:10:09.106283,SILO_001,1,20.92,1.59,13.75,Safe
2026-01-08 11:10:09.106283,SILO_001,2,20.78,1.34,7.79,Safe
2026-01-08 11:10:09.106283,SILO_001,3,21.28,2.14,7.47,Safe
2026-01-08 11:10:09.106283,SILO_001,4,21.11,1.87,9.71,Safe
2026-01-08 11:10:09.106283,SILO_001,5,23.12,2.41,9.35,Safe
2026-01-08 11:10:09.106283,SILO_001,6,24.59,1.8,13.67,Safe
2026-01-08 11:10:09.106283,SILO_001,7,24.26,2.02,8.23,Safe
2026-01-08 11:10:09.106283,SILO_001,8,26.14,0.69,9.27,Safe
2026-01-08 11:10:09.106283,SILO_001,9,24.86,2.49,10.96,Safe
2026-01-08 11:10:09.106283,SILO_001,10,25.04,2.99,10.62,Safe
2026-01-08 12:10:09.106283,SILO_001,0,18.59,0.99,10.31,Safe
2026-01-08 12:10:09.106283,SILO_001,1,20.11,1.97,9.78,Safe
2026-01-08 12:10:09.106283,SILO_001,2,21.64,1.85,9.3,Safe
2026-01-08 12:10:09.106283,SILO_001,3,23.07,2.94,10.12,Safe
2026-01-08 12:10:09.106283,SILO_001,4,21.82,1.78,9.95,Safe
2026-01-08 12:10:09.106283,SILO_001,5,22.23,1.02,9.4,Safe
2026-01-08 12:10:09.106283,SILO_001,6,22.72,2.05,7.8,Safe
2026-01-08 12:10:09.106283,SILO_001,7,23.13,2.08,9.76,Safe
2026-01-08 12:10:09.106283,SILO_001,8,23.66,2.19,9.63,Safe
2026-01-08 12:10:09.106283,SILO_001,9,24.59,2.85,9.58,Safe
2026-01-08 12:10:09.106283,SILO_001,10,24.63,2.4,11.65,Safe
2026-01-08 13:10:09.106283,SILO_001,0,20.61,2.37,10.67,Safe
2026-01-08 13:10:09.106283,SILO_001,1,23.23,1.9,9.34,Safe
2026-01-08 13:10:09.106283,SILO_001,2,20.86,2.21,11.73,Safe
2026-01-08 13:10:09.106283,SILO_001,3,21.34,2.92,10.86,Safe
2026-01-08 13:10:09.106283,SILO_001,4,21.77,2.06,7.68,Safe
2026-01-08 13:10:09.106283,SILO_001,5,22.87,2.02,9.52,Safe
2026-01-08 13:10:09.106283,SILO_001,6,21.61,1.63,9.33,Safe
2026-01-08 13:10:09.106283,SILO_001,7,23.74,2.42,10.01,Safe
2026-01-08 13:10:09.106283,SILO_001,8,23.89,1.28,10.66,Safe
2026-01-08 13:10:09.106283,SILO_001,9,24.14,2.32,10.59,Safe
2026-01-08 13:10:09.106283,SILO_001,10,24.92,2.4,11.81,Safe
2026-01-08 14:10:09.106283,SILO_001,0,20.05,1.34,10.75,Safe
2026-01-08 14:10:09.106283,SILO_001,1,20.79,1.83,11.8,Safe
2026-01-08 14:10:09.106283,SILO_001,2,23.41,1.69,7.24,Safe
2026-01-08 14:10:09.106283,SILO_001,3,20.76,2.1,10.05,Safe
2026-01-08 14:10:09.106283,SILO_001,4,22.9,2.7,6.78,Safe
2026-01-08 14:10:09.106283,SILO_001,5,21.61,2.34,10.74,Safe
2026-01-08 14:10:09.106283,SILO_001,6,23.74,1.74,10.55,Safe
2026-01-08 14:10:09.106283,SILO_001,7,23.46,1.32,11.37,Safe
2026-01-08 14:10:09.106283,SILO_001,8,23.55,2.06,8.75,Safe
2026-01-08 14:10:09.106283,SILO_001,9,25.03,1.81,7.17,Safe
2026-01-08 14:10:09.106283,SILO_001,10,24.35,2.35,8.32,Safe
2026-01-08 15:10:09.106283,SILO_001,0,18.41,0.75,6.97,Safe
2026-01-08 15:10:09.106283,SILO_001,1,20.75,2.17,6.01,Safe
2026-01-08 15:10:09.106283,SILO_001,2,21.7,2.13,10.65,Safe
2026-01-08 15:10:09.106283,SILO_001,3,22.64,2.21,6.92,Safe
2026-01-08 15:10:09.106283,SILO_001,4,22.09,1.93,9.06,Safe
2026-01-08 15:10:09.106283,SILO_001,5,22.01,1.5,10.66,Safe
2026-01-08 15:10:09.106283,SILO_001,6,21.68,2.47,11.82,Safe
2026-01-08 15:10:09.106283,SILO_001,7,23.64,1.98,7.13,Safe
2026-01-08 15:10:09.106283,SILO_001,8,23.55,2.01,10.85,Safe
2026-01-08 15:10:09.106283,SILO_001,9,23.68,1.97,9.07,Safe
2026-01-08 15:10:09.106283,SILO_001,10,26.42,2.25,7.03,Safe
2026-01-08 16:10:09.106283,SILO_001,0,18.71,2.35,10.15,Safe
2026-01-08 16:10:09.106283,SILO_001,1,22.14,1.2,12.58,Safe
2026-01-08 16:10:09.106283,SILO_001,2,21.22,2.04,7.79,Safe
2026-01-08 16:10:09.106283,SILO_001,3,20.39,1.64,10.69,Safe
2026-01-08 16:10:09.106283,SILO_001,4,20.99,2.28,12.21,Safe
2026-01-08 16:10:09.106283,SILO_001,5,23.24,2.55,11.83,Safe
2026-01-08 16:10:09.106283,SILO_001,6,23.78,2.82,8.83,Safe
2026-01-08 16:10:09.106283,SILO_001,7,23.68,2.04,12.28,Safe
2026-01-08 16:10:09.106283,SILO_001,8,23.54,1.16,8.85,Safe
2026-01-08 16:10:09.106283,SILO_001,9,26.13,1.64,9.01,Safe
2026-01-08 16:10:09.106283,SILO_001,10,24.69,2.36,11.58,Safe
2026-01-08 17:10:09.106283,SILO_001,0,22.38,2.43,10.54,Safe
2026-01-08 17:10:09.106283,SILO_001,1,20.04,2.6,11.09,Safe
2026-01-08 17:10:09.106283,SILO_001,2,21.63,2.41,11.41,Safe
2026-01-08 17:10:09.106283,SILO_001,3,21.57,1.49,10.11,Safe
2026-01-08 17:10:09.106283,SILO_001,4,22.57,1.81,9.72,Safe
2026-01-08 17:10:09.106283,SILO_001,5,21.85,2.26,11.98,Safe
2026-01-08 17:10:09.106283,SILO_001,6,22.75,1.79,12.61,Safe
2026-01-08 17:10:09.106283,SILO_001,7,23.15,1.87,7.69,Safe
2026-01-08 17:10:09.106283,SILO_001,8,24.88,1.83,12.3,Safe
2026-01-08 17:10:09.106283,SILO_001,9,25.18,1.82,9.65,Safe
2026-01-08 17:10:09.106283,SILO_001,10,25.73,1.99,11.01,Safe
2026-01-08 18:10:09.106283,SILO_001,0,20.63,1.77,9.07,Safe
2026-01-08 18:10:09.106283,SILO_001,1,20.51,2.86,6.99,Safe
2026-01-08 18:10:09.106283,SILO_001,2,21.42,1.63,10.27,Safe
2026-01-08 18:10:09.106283,SILO_001,3,20.89,1.86,10.29,Safe
2026-01-08 18:10:09.106283,SILO_001,4,22.24,2.37,13.77,Safe
2026-01-08 18:10:09.106283,SILO_001,5,21.64,2.17,11.65,Safe
2026-01-08 18:10:09.106283,SILO_001,6,21.97,1.18,8.33,Safe
2026-01-08 18:10:09.106283,SILO_001,7,25.38,2.45,10.45,Safe
2026-01-08 18:10:09.106283,SILO_001,8,23.33,1.68,7.61,Safe
2026-01-08 18:10:09.106283,SILO_001,9,24.58,1.81,12.0,Safe
2026-01-08 18:10:09.106283,SILO_001,10,24.46,2.32,11.83,Safe
2026-01-08 19:10:09.106283,SILO_001,0,19.96,1.71,7.3,Safe
2026-01-08 19:10:09.106283,SILO_001,1,20.39,2.12,9.33,Safe
2026-01-08 19:10:09.106283,SILO_001,2,20.49,1.97,12.94,Safe
2026-01-08 19:10:09.106283,SILO_001,3,22.15,1.79,9.77,Safe
2026-01-08 19:10:09.106283,SILO_001,4,21.49,2.07,10.33,Safe
2026-01-08 19:10:09.106283,SILO_001,5,23.12,2.44,9.14,Safe
2026-01-08 19:10:09.106283,SILO_001,6,23.28,1.91,11.88,Safe
2026-01-08 19:10:09.106283,SILO_001,7,24.24,1.97,10.46,Safe
2026-01-08 19:10:09.106283,SILO_001,8,22.61,2.52,11.16,Safe
2026-01-08 19:10:09.106283,SILO_001,9,24.24,2.87,11.02,Safe
2026-01-08 19:10:09.106283,SILO_001,10,25.78,2.28,10.75,Safe
2026-01-08 20:10:09.106283,SILO_001,0,18.37,1.69,10.77,Safe
2026-01-08 20:10:09.106283,SILO_001,1,20.24,1.77,6.0,Safe
2026-01-08 20:10:09.106283,SILO_001,2,22.03,1.34,6.49,Safe
2026-01-08 20:10:09.106283,SILO_001,3,22.78,2.11,10.52,Safe
2026-01-08 20:10:09.106283,SILO_001,4,23.61,1.77,9.72,Safe
2026-01-08 20:10:09.106283,SILO_001,5,24.07,2.69,11.31,Safe
2026-01-08 20:10:09.106283,SILO_001,6,23.92,1.47,8.89,Safe
2026-01-08 20:10:09.106283,SILO_001,7,25.56,1.3,6.67,Safe
2026-01-08 20:10:09.106283,SILO_001,8,23.2,2.15,5.54,Safe
2026-01-08 20:10:09.106283,SILO_001,9,23.7,1.53,8.99,Safe
2026-01-08 20:10:09.106283,SILO_001,10,24.39,2.63,9.42,Safe
2026-01-08 21:10:09.106283,SILO_001,0,20.78,3.2,9.17,Safe
2026-01-08 21:10:09.106283,SILO_001,1,21.18,2.21,6.25,Safe
2026-01-08 21:10:09.106283,SILO_001,2,22.48,2.3,11.45,Safe
2026-01-08 21:10:09.106283,SILO_001,3,20.35,1.23,11.24,Safe
2026-01-08 21:10:09.106283,SILO_001,4,23.01,1.65,8.8,Safe
2026-01-08 21:10:09.106283,SILO_001,5,22.66,1.51,4.91,Safe
2026-01-08 21:10:09.106283,SILO_001,6,22.08,2.14,7.53,Safe
2026-01-08 21:10:09.106283,SILO_001,7,22.2,1.53,8.84,Safe
2026-01-08 21:10:09.106283,SILO_001,8,23.19,2.33,9.44,Safe
2026-01-08 21:10:09.106283,SILO_001,9,23.18,2.32,8.82,Safe
2026-01-08 21:10:09.106283,SILO_001,10,24.83,1.66,8.43,Safe
2026-01-08 22:10:09.106283,SILO_001,0,19.44,1.95,9.08,Safe
2026-01-08 22:10:09.106283,SILO_001,1,21.05,1.7,8.99,Safe
2026-01-08 22:10:09.106283,SILO_001,2,22.19,1.61,6.04,Safe
2026-01-08 22:10:09.106283,SILO_001,3,21.25,2.41,14.7,Safe
2026-01-08 22:10:09.106283,SILO_001,4,24.06,1.56,12.04,Safe
2026-01-08 22:10:09.106283,SILO_001,5,23.5,2.53,11.01,Safe
2026-01-08 22:10:09.106283,SILO_001,6,21.97,2.6,8.71,Safe
2026-01-08 22:10:09.106283,SILO_001,7,22.38,2.76,10.49,Safe
2026-01-08 22:10:09.106283,SILO_001,8,23.41,2.72,10.37,Safe
2026-01-08 22:10:09.106283,SILO_001,9,23.88,2.7,7.81,Safe
2026-01-08 22:10:09.106283,SILO_001,10,24.61,2.03,8.82,Safe
2026-01-08 23:10:09.106283,SILO_001,0,19.67,1.72,8.87,Safe
2026-01-08 23:10:09.106283,SILO_001,1,21.53,1.19,12.28,Safe
2026-01-08 23:10:09.106283,SILO_001,2,19.85,2.96,11.11,Safe
2026-01-08 23:10:09.106283,SILO_001,3,20.86,1.81,13.08,Safe
2026-01-08 23:10:09.106283,SILO_001,4,21.33,1.56,12.82,Safe
2026-01-08 23:10:09.106283,SILO_001,5,23.45,1.68,9.75,Safe
2026-01-08 23:10:09.106283,SILO_001,6,22.75,1.47,7.63,Safe
2026-01-08 23:10:09.106283,SILO_001,7,23.18,2.02,6.97,Safe
2026-01-08 23:10:09.106283,SILO_001,8,23.98,1.47,7.74,Safe
2026-01-08 23:10:09.106283,SILO_001,9,23.85,1.91,9.86,Safe
2026-01-08 23:10:09.106283,SILO_001,10,25.18,2.01,6.56,Safe
2026-01-09 00:10:09.106283,SILO_001,0,20.1,2.37,10.77,Safe
2026-01-09 00:10:09.106283,SILO_001,1,21.7,1.92,8.39,Safe
2026-01-09 00:10:09.106283,SILO_001,2,21.33,2.49,10.28,Safe
2026-01-09 00:10:09.106283,SILO_001,3,20.76,2.2,12.94,Safe
2026-01-09 00:10:09.106283,SILO_001,4,22.62,2.67,11.8,Safe
2026-01-09 00:10:09.106283,SILO_001,5,22.17,2.4,11.69,Safe
2026-01-09 00:10:09.106283,SILO_001,6,21.43,1.55,8.7,Safe
2026-01-09 00:10:09.106283,SILO_001,7,23.14,2.36,6.95,Safe
2026-01-09 00:10:09.106283,SILO_001,8,22.68,2.6,9.77,Safe
2026-01-09 00:10:09.106283,SILO_001,9,24.86,2.33,8.39,Safe
2026-01-09 00:10:09.106283,SILO_001,10,25.76,2.04,11.74,Safe
2026-01-09 01:10:09.106283,SILO_001,0,18.17,1.77,11.44,Safe
2026-01-09 01:10:09.106283,SILO_001,1,20.5,1.56,11.57,Safe
2026-01-09 01:10:09.106283,SILO_001,2,20.38,1.81,12.2,Safe
2026-01-09 01:10:09.106283,SILO_001,3,21.96,2.1,10.47,Safe
2026-01-09 01:10:09.106283,SILO_001,4,23.95,1.71,12.11,Safe
2026-01-09 01:10:09.106283,SILO_001,5,22.21,1.64,12.81,Safe
2026-01-09 01:10:09.106283,SILO_001,6,21.8,1.73,11.41,Safe
2026-01-09 01:10:09.106283,SILO_001,7,23.74,1.81,8.92,Safe
2026-01-09 01:10:09.106283,SILO_001,8,23.64,1.28,7.61,Safe
2026-01-09 01:10:09.106283,SILO_001,9,25.01,2.48,7.21,Safe
2026-01-09 01:10:09.106283,SILO_001,10,24.91,2.56,9.69,Safe
2026-01-09 02:10:09.106283,SILO_001,0,20.38,2.11,9.46,Safe
2026-01-09 02:10:09.106283,SILO_001,1,19.66,2.1,9.76,Safe
2026-01-09 02:10:09.106283,SILO_001,2,21.43,2.06,8.47,Safe
2026-01-09 02:10:09.106283,SILO_001,3,22.47,1.87,12.82,Safe
2026-01-09 02:10:09.106283,SILO_001,4,21.03,1.15,8.98,Safe
2026-01-09 02:10:09.106283,SILO_001,5,23.03,1.06,5.01,Safe
2026-01-09 02:10:09.106283,SILO_001,6,23.95,2.34,10.2,Safe
2026-01-09 02:10:09.106283,SILO_001,7,22.92,2.39,7.99,Safe
2026-01-09 02:10:09.106283,SILO_001,8,25.32,2.08,11.77,Safe
2026-01-09 02:10:09.106283,SILO_001,9,24.67,2.01,9.83,Safe
2026-01-09 02:10:09.106283,SILO_001,10,25.61,2.66,15.31,Safe
2026-01-09 03:10:09.106283,SILO_001,0,19.26,2.42,9.26,Safe
2026-01-09 03:10:09.106283,SILO_001,1,20.89,2.05,10.14,Safe
2026-01-09 03:10:09.106283,SILO_001,2,20.91,1.22,8.44,Safe
2026-01-09 03:10:09.106283,SILO_001,3,21.6,2.13,7.67,Safe
2026-01-09 03:10:09.106283,SILO_001,4,21.66,2.02,10.56,Safe
2026-01-09 03:10:09.106283,SILO_001,5,22.8,0.86,15.52,Safe
2026-01-09 03:10:09.106283,SILO_001,6,22.62,2.42,9.97,Safe
2026-01-09 03:10:09.106283,SILO_001,7,23.51,3.07,8.03,Safe
2026-01-09 03:10:09.106283,SILO_001,8,23.74,1.35,12.38,Safe
2026-01-09 03:10:09.106283,SILO_001,9,23.98,1.68,9.74,Safe
2026-01-09 03:10:09.106283,SILO_001,10,24.9,2.49,11.22,Safe
2026-01-09 04:10:09.106283,SILO_001,0,21.1,2.47,9.61,Safe
2026-01-09 04:10:09.106283,SILO_001,1,21.08,1.56,7.92,Safe
2026-01-09 04:10:09.106283,SILO_001,2,20.76,2.3,8.57,Safe
2026-01-09 04:10:09.106283,SILO_001,3,21.8,2.65,11.69,Safe
2026-01-09 04:10:09.106283,SILO_001,4,22.71,2.3,10.68,Safe
2026-01-09 04:10:09.106283,SILO_001,5,21.21,2.35,9.5,Safe
2026-01-09 04:10:09.106283,SILO_001,6,24.07,2.01,11.28,Safe
2026-01-09 04:10:09.106283,SILO_001,7,21.49,1.52,9.37,Safe
2026-01-09 04:10:09.106283,SILO_001,8,25.33,1.81,8.77,Safe
2026-01-09 04:10:09.106283,SILO_001,9,24.63,2.22,13.08,Safe
2026-01-09 04:10:09.106283,SILO_001,10,26.45,1.71,6.21,Safe
2026-01-09 05:10:09.106283,SILO_001,0,21.97,1.82,11.95,Safe
2026-01-09 05:10:09.106283,SILO_001,1,18.86,2.09,9.12,Safe
2026-01-09 05:10:09.106283,SILO_001,2,21.21,2.54,9.88,Safe
2026-01-09 05:10:09.106283,SILO_001,3,23.04,0.91,13.53,Safe
2026-01-09 05:10:09.106283,SILO_001,4,23.01,2.6,8.91,Safe
2026-01-09 05:10:09.106283,SILO_001,5,21.07,1.88,9.55,Safe
2026-01-09 05:10:09.106283,SILO_001,6,23.1,2.47,10.61,Safe
2026-01-09 05:10:09.106283,SILO_001,7,22.19,1.82,10.63,Safe
2026-01-09 05:10:09.106283,SILO_001,8,24.36,1.62,7.65,Safe
2026-01-09 05:10:09.106283,SILO_001,9,23.68,2.96,7.87,Safe
2026-01-09 05:10:09.106283,SILO_001,10,24.96,2.46,12.25,Safe
2026-01-09 06:10:09.106283,SILO_001,0,21.38,2.8,7.93,Safe
2026-01-09 06:10:09.106283,SILO_001,1,20.4,1.94,11.11,Safe
2026-01-09 06:10:09.106283,SILO_001,2,20.63,1.73,11.68,Safe
2026-01-09 06:10:09.106283,SILO_001,3,20.62,0.81,12.19,Safe
2026-01-09 06:10:09.106283,SILO_001,4,21.85,2.47,11.05,Safe
2026-01-09 06:10:09.106283,SILO_001,5,22.1,1.82,9.99,Safe
2026-01-09 06:10:09.106283,SILO_001,6,23.3,2.45,7.74,Safe
2026-01-09 06:10:09.106283,SILO_001,7,23.29,2.94,13.81,Safe
2026-01-09 06:10:09.106283,SILO_001,8,22.22,2.42,9.17,Safe
2026-01-09 06:10:09.106283,SILO_001,9,24.23,2.03,11.29,Safe
2026-01-09 06:10:09.106283,SILO_001,10,24.87,2.22,9.96,Safe
2026-01-09 07:10:09.106283,SILO_001,0,19.88,1.9,11.36,Safe
2026-01-09 07:10:09.106283,SILO_001,1,21.88,2.25,6.57,Safe
2026-01-09 07:10:09.106283,SILO_001,2,20.82,2.57,10.05,Safe
2026-01-09 07:10:09.106283,SILO_001,3,20.71,1.64,8.38,Safe
2026-01-09 07:10:09.106283,SILO_001,4,20.94,2.73,9.15,Safe
2026-01-09 07:10:09.106283,SILO_001,5,22.22,2.39,9.55,Safe
2026-01-09 07:10:09.106283,SILO_001,6,23.31,2.28,11.74,Safe
2026-01-09 07:10:09.106283,SILO_001,7,22.57,2.38,10.89,Safe
2026-01-09 07:10:09.106283,SILO_001,8,24.14,3.22,10.25,Safe
2026-01-09 07:10:09.106283,SILO_001,9,24.48,1.77,9.26,Safe
2026-01-09 07:10:09.106283,SILO_001,10,26.07,1.99,11.06,Safe
2026-01-09 08:10:09.106283,SILO_001,0,20.23,2.47,11.36,Safe
2026-01-09 08:10:09.106283,SILO_001,1,19.39,0.96,9.38,Safe
2026-01-09 08:10:09.106283,SILO_001,2,21.53,2.6,9.28,Safe
2026-01-09 08:10:09.106283,SILO_001,3,21.99,2.25,7.58,Safe
2026-01-09 08:10:09.106283,SILO_001,4,23.51,1.63,9.61,Safe
2026-01-09 08:10:09.106283,SILO_001,5,23.17,1.94,11.63,Safe
2026-01-09 08:10:09.106283,SILO_001,6,22.09,1.47,9.84,Safe
2026-01-09 08:10:09.106283,SILO_001,7,23.23,2.82,10.49,Safe
2026-01-09 08:10:09.106283,SILO_001,8,23.44,1.37,8.38,Safe
2026-01-09 08:10:09.106283,SILO_001,9,24.73,2.47,10.03,Safe
2026-01-09 08:10:09.106283,SILO_001,10,23.59,2.03,12.31,Safe
2026-01-09 09:10:09.106283,SILO_001,0,19.3,2.2,11.02,Safe
2026-01-09 09:10:09.106283,SILO_001,1,20.66,1.76,8.61,Safe
2026-01-09 09:10:09.106283,SILO_001,2,22.34,2.0,13.21,Safe
2026-01-09 09:10:09.106283,SILO_001,3,21.98,3.23,9.47,Safe
2026-01-09 09:10:09.106283,SILO_001,4,23.11,2.25,12.77,Safe
2026-01-09 09:10:09.106283,SILO_001,5,22.16,2.04,10.32,Safe
2026-01-09 09:10:09.106283,SILO_001,6,22.11,2.5,9.31,Safe
2026-01-09 09:10:09.106283,SILO_001,7,24.18,1.71,12.08,Safe
2026-01-09 09:10:09.106283,SILO_001,8,25.14,2.51,9.4,Safe
2026-01-09 09:10:09.106283,SILO_001,9,24.78,2.54,9.86,Safe
2026-01-09 09:10:09.106283,SILO_001,10,26.66,2.56,10.86,Safe
2026-01-09 10:10:09.106283,SILO_001,0,21.63,1.27,8.11,Safe
2026-01-09 10:10:09.106283,SILO_001,1,19.62,1.23,11.29,Safe
2026-01-09 10:10:09.106283,SILO_001,2,20.6,1.91,10.87,Safe
2026-01-09 10:10:09.106283,SILO_001,3,23.5,1.96,6.24,Safe
2026-01-09 10:10:09.106283,SILO_001,4,20.52,1.91,8.77,Safe
2026-01-09 10:10:09.106283,SILO_001,5,23.89,2.45,11.93,Safe
2026-01-09 10:10:09.106283,SILO_001,6,22.83,2.17,7.96,Safe
2026-01-09 10:10:09.106283,SILO_001,7,23.51,0.94,11.85,Safe
2026-01-09 10:10:09.106283,SILO_001,8,22.76,2.96,10.17,Safe
2026-01-09 10:10:09.106283,SILO_001,9,22.88,1.43,10.59,Safe
2026-01-09 10:10:09.106283,SILO_001,10,25.52,2.14,9.52,Safe
2026-01-09 11:10:09.106283,SILO_001,0,20.81,1.53,8.63,Safe
2026-01-09 11:10:09.106283,SILO_001,1,20.76,1.52,11.5,Safe
2026-01-09 11:10:09.106283,SILO_001,2,20.44,1.97,9.1,Safe
2026-01-09 11:10:09.106283,SILO_001,3,20.52,1.68,4.95,Safe
2026-01-09 11:10:09.106283,SILO_001,4,22.77,2.37,8.56,Safe
2026-01-09 11:10:09.106283,SILO_001,5,22.17,1.56,12.48,Safe
2026-01-09 11:10:09.106283,SILO_001,6,24.88,1.6,11.02,Safe
2026-01-09 11:10:09.106283,SILO_001,7,22.73,2.39,11.12,Safe
2026-01-09 11:10:09.106283,SILO_001,8,24.01,2.14,11.3,Safe
2026-01-09 11:10:09.106283,SILO_001,9,24.08,2.05,9.17,Safe
2026-01-09 11:10:09.106283,SILO_001,10,22.77,1.89,7.89,Safe
2026-01-09 12:10:09.106283,SILO_001,0,19.53,2.26,11.23,Safe
2026-01-09 12:10:09.106283,SILO_001,1,18.75,1.66,7.8,Safe
2026-01-09 12:10:09.106283,SILO_001,2,22.41,1.87,8.28,Safe
2026-01-09 12:10:09.106283,SILO_001,3,21.31,2.53,9.02,Safe
2026-01-09 12:10:09.106283,SILO_001,4,23.35,2.03,7.0,Safe
2026-01-09 12:10:09.106283,SILO_001,5,21.77,2.16,9.73,Safe
2026-01-09 12:10:09.106283,SILO_001,6,23.19,2.37,10.38,Safe
2026-01-09 12:10:09.106283,SILO_001,7,22.97,2.21,11.78,Safe
2026-01-09 12:10:09.106283,SILO_001,8,24.34,1.39,7.38,Safe
2026-01-09 12:10:09.106283,SILO_001,9,24.77,1.29,11.98,Safe
2026-01-09 12:10:09.106283,SILO_001,10,25.38,1.35,6.18,Safe
2026-01-09 13:10:09.106283,SILO_001,0,20.82,2.27,11.3,Safe
2026-01-09 13:10:09.106283,SILO_001,1,19.44,2.46,10.14,Safe
2026-01-09 13:10:09.106283,SILO_001,2,22.49,1.88,11.69,Safe
2026-01-09 13:10:09.106283,SILO_001,3,20.14,1.97,10.57,Safe
2026-01-09 13:10:09.106283,SILO_001,4,22.96,2.48,13.85,Safe
2026-01-09 13:10:09.106283,SILO_001,5,22.17,1.57,9.74,Safe
2026-01-09 13:10:09.106283,SILO_001,6,24.12,2.65,7.8,Safe
2026-01-09 13:10:09.106283,SILO_001,7,23.84,2.28,11.9,Safe
2026-01-09 13:10:09.106283,SILO_001,8,24.58,2.14,9.7,Safe
2026-01-09 13:10:09.106283,SILO_001,9,22.61,2.46,10.44,Safe
2026-01-09 13:10:09.106283,SILO_001,10,26.08,1.53,11.66,Safe
2026-01-09 14:10:09.106283,SILO_001,0,21.16,1.81,11.23,Safe
2026-01-09 14:10:09.106283,SILO_001,1,20.26,2.74,9.37,Safe
2026-01-09 14:10:09.106283,SILO_001,2,20.37,1.5,11.31,Safe
2026-01-09 14:10:09.106283,SILO_001,3,21.4,1.51,8.18,Safe
2026-01-09 14:10:09.106283,SILO_001,4,21.35,2.58,5.1,Safe
2026-01-09 14:10:09.106283,SILO_001,5,23.57,2.59,9.6,Safe
2026-01-09 14:10:09.106283,SILO_001,6,23.36,1.74,8.04,Safe
2026-01-09 14:10:09.106283,SILO_001,7,22.71,2.39,6.68,Safe
2026-01-09 14:10:09.106283,SILO_001,8,24.5,1.68,10.3,Safe
2026-01-09 14:10:09.106283,SILO_001,9,25.44,1.82,10.8,Safe
2026-01-09 14:10:09.106283,SILO_001,10,25.29,1.74,10.8,Safe
2026-01-09 15:10:09.106283,SILO_001,0,18.65,1.9,10.91,Safe
2026-01-09 15:10:09.106283,SILO_001,1,21.28,2.23,11.61,Safe
2026-01-09 15:10:09.106283,SILO_001,2,22.03,1.37,9.71,Safe
2026-01-09 15:10:09.106283,SILO_001,3,22.87,1.19,10.12,Safe
2026-01-09 15:10:09.106283,SILO_001,4,23.28,1.69,9.56,Safe
2026-01-09 15:10:09.106283,SILO_001,5,23.59,1.75,11.11,Safe
2026-01-09 15:10:09.106283,SILO_001,6,23.44,1.38,5.99,Safe
2026-01-09 15:10:09.106283,SILO_001,7,23.49,2.12,7.65,Safe
2026-01-09 15:10:09.106283,SILO_001,8,24.04,2.38,10.02,Safe
2026-01-09 15:10:09.106283,SILO_001,9,24.54,0.91,9.56,Safe
2026-01-09 15:10:09.106283,SILO_001,10,23.96,0.93,12.3,Safe
2026-01-09 16:10:09.106283,SILO_001,0,19.97,2.56,11.07,Safe
2026-01-09 16:10:09.106283,SILO_001,1,19.92,1.99,8.49,Safe
2026-01-09 16:10:09.106283,SILO_001,2,18.93,2.9,13.0,Safe
2026-01-09 16:10:09.106283,SILO_001,3,21.18,1.31,9.52,Safe
2026-01-09 16:10:09.106283,SILO_001,4,22.29,1.86,13.24,Safe
2026-01-09 16:10:09.106283,SILO_001,5,23.56,2.19,10.21,Safe
2026-01-09 16:10:09.106283,SILO_001,6,24.45,1.65,10.23,Safe
2026-01-09 16:10:09.106283,SILO_001,7,24.74,2.04,11.51,Safe
2026-01-09 16:10:09.106283,SILO_001,8,24.36,1.57,9.99,Safe
2026-01-09 16:10:09.106283,SILO_001,9,23.55,2.58,8.42,Safe
